股票代码,股票简称,现价(元),涨跌幅(%)
300254.SZ,仟源医药,15.02,-2.34
600372.SH,中航电子,15.02,-3.66
600859.SH,王府井,15.01,-0.13
300253.SZ,卫宁健康,14.99,-1.96
300400.SZ,劲拓股份,14.98,-4.22
600198.SH,大唐电信,14.98,-1.90
002609.SZ,捷顺科技,14.97,-0.07
300358.SZ,楚天科技,14.97,-1.19
002212.SZ,南洋股份,14.94,-0.73
002292.SZ,奥飞娱乐,14.93,-2.42
300293.SZ,蓝英装备,14.92,0.54
002601.SZ,龙蟒佰利,14.90,-1.26
600382.SH,广东明珠,14.90,-1.06
600908.SH,无锡银行,14.90,-4.37
000766.SZ,通化金马,14.89,0.07
300023.SZ,宝德股份,14.89,0.07
002222.SZ,福晶科技,14.87,1.29
300495.SZ,美尚生态,14.87,-4.07
601012.SH,隆基股份,14.87,-3.63
000967.SZ,盈峰环境,14.86,-1.33
002583.SZ,海能达,14.85,0.00
603668.SH,天马科技,14.85,-5.53
601800.SH,中国交建,14.84,-0.67
002512.SZ,达华智能,14.82,-1.27
300199.SZ,翰宇药业,14.81,-0.47
300190.SZ,维尔利,14.80,-2.31
600615.SH,丰华股份,14.80,-3.58
000712.SZ,锦龙股份,14.79,-3.46
002193.SZ,山东如意,14.79,-3.46
000802.SZ,北京文化,14.78,-2.18
300245.SZ,天玑科技,14.77,-2.89
600847.SH,*ST万里,14.76,-4.77
601500.SH,通用股份,14.75,-3.66
002054.SZ,德美化工,14.74,-2.96
002769.SZ,普路通,14.74,-4.78
600803.SH,新奥股份,14.73,1.10
603028.SH,赛福天,14.73,-5.33
002112.SZ,三变科技,14.72,-0.20
600037.SH,歌华有线,14.71,0.55
002677.SZ,浙江美大,14.70,-1.74
600064.SH,南京高科,14.69,-1.01
002019.SZ,亿帆医药,14.68,-2.26
002199.SZ,东晶电子,14.66,-6.33
000156.SZ,华数传媒,14.63,-2.66
300336.SZ,新文化,14.63,-0.27
601788.SH,光大证券,14.62,-0.14
300232.SZ,洲明科技,14.60,-0.55
300020.SZ,银江股份,14.59,-2.73
002202.SZ,金风科技,14.58,-0.55
600837.SH,海通证券,14.58,1.18
600571.SH,信雅达,14.57,-3.77
002617.SZ,露笑科技,14.56,0.07
600900.SH,长江电力,14.56,1.89
000587.SZ,金洲慈航,14.55,-1.09
000952.SZ,广济药业,14.53,-2.74
002184.SZ,海得控制,14.52,-2.88
002444.SZ,巨星科技,14.51,-1.43
002659.SZ,中泰桥梁,14.50,1.90
600061.SH,国投安信,14.49,-1.83
600501.SH,航天晨光,14.49,-3.53
002786.SZ,银宝山新,14.45,-2.03
600827.SH,百联股份,14.45,-0.14
600579.SH,天华院,14.43,-2.83
002440.SZ,闰土股份,14.42,-2.24
300395.SZ,菲利华,14.40,-2.24
603843.SH,正平股份,14.40,-5.01
603222.SH,济民制药,14.38,-0.83
600969.SH,郴电国际,14.37,-0.28
603838.SH,四通股份,14.37,-5.09
000779.SZ,三毛派神,14.36,-2.78
600841.SH,上柴股份,14.36,1.06
000792.SZ,盐湖股份,14.35,-1.24
002741.SZ,光华科技,14.35,-2.45
600325.SH,华发股份,14.35,-1.85
002003.SZ,伟星股份,14.33,0.28
603718.SH,海利生物,14.32,0.35
002171.SZ,楚江新材,14.30,-4.28
002509.SZ,天广中茂,14.25,-0.97
002039.SZ,黔源电力,14.23,-2.33
002425.SZ,凯撒文化,14.23,-2.13
300195.SZ,长荣股份,14.20,0.21
600388.SH,龙净环保,14.20,-2.27
600385.SH,山东金泰,14.19,-3.34
300389.SZ,艾比森,14.16,-5.54
002653.SZ,海思科,14.15,-1.53
002320.SZ,海峡股份,14.14,-2.89
300119.SZ,瑞普生物,14.14,-0.56
600817.SH,*ST宏盛,14.13,-4.66
000786.SZ,北新建材,14.11,-2.69
601366.SH,利群股份,14.09,-5.18
002807.SZ,江阴银行,14.06,1.08
600479.SH,千金药业,14.06,-4.09
002391.SZ,长青股份,14.05,-3.17
300032.SZ,金龙机电,14.05,-0.21
300081.SZ,恒信移动,14.05,-3.44
600119.SH,长江投资,14.04,-5.46
002364.SZ,中恒电气,14.03,-5.20
300200.SZ,高盟新材,14.01,-2.91
002326.SZ,永太科技,13.99,-2.71
601311.SH,骆驼股份,13.99,-1.83
600099.SH,林海股份,13.97,-1.34
600379.SH,宝光股份,13.97,-2.58
002542.SZ,中化岩土,13.96,0.79
000736.SZ,中房地产,13.95,-9.53
002394.SZ,联发股份,13.94,-2.31
002557.SZ,洽洽食品,13.94,-0.29
600272.SH,开开实业,13.94,-3.40
002066.SZ,瑞泰科技,13.91,-4.00
300118.SZ,东方日升,13.91,-0.79
000929.SZ,兰州黄河,13.90,-1.84
002232.SZ,启明信息,13.90,0.14
002570.SZ,贝因美,13.90,1.91
600898.SH,三联商社,13.88,-2.05
000532.SZ,华金资本,13.86,-3.08
600312.SH,平高电气,13.86,-1.28
002247.SZ,帝龙文化,13.85,-0.14
600060.SH,海信电器,13.85,-1.07
600323.SH,瀚蓝环境,13.85,-1.84
002670.SZ,国盛金控,13.84,-0.29
300157.SZ,恒泰艾普,13.84,3.90
603998.SH,方盛制药,13.84,-2.05
002631.SZ,德尔未来,13.83,-6.81
600306.SH,商业城,13.83,-2.61
600681.SH,百川能源,13.83,-10.02
002518.SZ,科士达,13.82,-1.64
300096.SZ,易联众,13.81,-3.22
000756.SZ,新华制药,13.80,-1.43
000968.SZ,煤气化,13.80,-3.83
002053.SZ,云南能投,13.80,-1.43
600552.SH,凯盛科技,13.80,-5.35
600958.SH,东方证券,13.80,-2.47
600604.SH,市北高新,13.79,-1.22
002316.SZ,键桥通讯,13.78,0.95
002419.SZ,天虹股份,13.77,-3.71
300077.SZ,国民技术,13.77,0.15
600177.SH,雅戈尔,13.77,-1.08
600266.SH,北京城建,13.77,-3.57
000823.SZ,超声电子,13.73,-3.78
002797.SZ,第一创业,13.73,-6.09
300435.SZ,中泰股份,13.73,-4.25
600985.SH,雷鸣科化,13.73,0.00
600528.SH,中铁工业,13.72,-0.58
600435.SH,北方导航,13.71,-0.36
600234.SH,ST山水,13.70,-2.07
002682.SZ,龙洲股份,13.69,-4.60
300013.SZ,新宁物流,13.69,-1.37
000625.SZ,长安汽车,13.68,-0.94
000703.SZ,恒逸石化,13.67,3.09
000911.SZ,南宁糖业,13.67,-0.29
002612.SZ,朗姿股份,13.66,-1.73
600765.SH,中航重机,13.66,-1.87
300323.SZ,华灿光电,13.65,-1.30
600293.SH,三峡新材,13.65,-1.66
600477.SH,杭萧钢构,13.65,3.57
300010.SZ,立思辰,13.64,-0.94
600962.SH,国投中鲁,13.64,-1.37
000921.SZ,海信科龙,13.62,-1.73
600677.SH,航天通信,13.61,-2.65
000566.SZ,海南海药,13.60,0.97
300197.SZ,铁汉生态,13.60,-0.73
300225.SZ,金力泰,13.60,-1.24
002616.SZ,长青集团,13.58,1.57
600689.SH,上海三毛,13.57,-1.17
300035.SZ,中科电气,13.55,-4.31
600129.SH,太极集团,13.54,-2.38
600110.SH,诺德股份,13.53,0.60
002050.SZ,三花智控,13.52,0.07
002250.SZ,联化科技,13.52,-0.88
000762.SZ,西藏矿业,13.51,-1.10
000600.SZ,建投能源,13.49,-5.33
002198.SZ,嘉应制药,13.49,0.67
600690.SH,青岛海尔,13.49,1.28
600884.SH,杉杉股份,13.49,-6.97
601231.SH,环旭电子,13.49,-0.59
002043.SZ,兔宝宝,13.48,2.59
000893.SZ,东凌国际,13.47,1.35
603636.SH,南威软件,13.45,-5.48
002401.SZ,中远海科,13.41,-0.30
600680.SH,*ST上普,13.40,-5.03
300493.SZ,润欣科技,13.38,-2.69
000920.SZ,南方汇通,13.36,-4.30
000988.SZ,华工科技,13.36,-2.84
300120.SZ,经纬电材,13.34,-4.44
000519.SZ,中兵红箭,13.33,-0.15
300359.SZ,全通教育,13.32,-4.99
000970.SZ,中科三环,13.31,-4.79
300412.SZ,迦南科技,13.31,-6.66
601808.SH,中海油服,13.31,0.83
603069.SH,海汽集团,13.31,-2.63
002590.SZ,万安科技,13.30,-3.97
300091.SZ,金通灵,13.30,-3.62
603000.SH,人民网,13.30,-3.27
002110.SZ,三钢闽光,13.29,2.86
600426.SH,华鲁恒升,13.29,1.22
600693.SH,东百集团,13.29,3.02
600843.SH,上工申贝,13.29,-7.19
002299.SZ,圣农发展,13.28,-3.21
300330.SZ,华虹计通,13.28,-5.62
300053.SZ,欧比特,13.27,1.22
300231.SZ,银信科技,13.27,-2.36
002107.SZ,沃华医药,13.26,-0.82
002686.SZ,亿利达,13.26,-0.97
600149.SH,*ST坊展,13.26,-5.01
600386.SH,北巴传媒,13.22,1.69
000877.SZ,天山股份,13.21,-0.30
600692.SH,亚通股份,13.21,-3.51
600701.SH,工大高新,13.20,1.15
002743.SZ,富煌钢构,13.19,5.86
300316.SZ,晶盛机电,13.19,-0.23
002648.SZ,卫星石化,13.18,-2.01
002552.SZ,宝鼎科技,13.17,-2.88
002772.SZ,众兴菌业,13.17,0.08
601858.SH,中国科传,13.17,-4.08
002445.SZ,中南文化,13.15,1.00
603169.SH,兰石重装,13.15,10.04
000591.SZ,太阳能,13.13,-2.16
002561.SZ,徐家汇,13.12,-2.96
300178.SZ,腾邦国际,13.12,-2.67
600363.SH,联创光电,13.11,-3.53
002014.SZ,永新股份,13.10,-1.36
300273.SZ,和佳股份,13.10,6.94
600721.SH,百花村,13.10,-3.89
600857.SH,宁波中百,13.10,-3.04
000603.SZ,盛达矿业,13.09,0.23
300101.SZ,振芯科技,13.09,-3.47
000534.SZ,万泽股份,13.07,1.01
300095.SZ,华伍股份,13.06,0.38
600200.SH,江苏吴中,13.06,-0.76
002209.SZ,达意隆,13.05,-4.81
002262.SZ,恩华药业,13.05,-0.76
600560.SH,金自天正,13.04,-3.34
002584.SZ,西陇科学,13.03,-1.29
002591.SZ,恒大高新,13.03,-1.21
600986.SH,科达股份,13.03,0.15
000815.SZ,美利云,13.02,-2.11
600299.SH,安迪苏,13.01,-0.46
000909.SZ,数源科技,13.00,-1.44
002765.SZ,蓝黛传动,13.00,-1.37
601233.SH,桐昆股份,12.99,1.33
300221.SZ,银禧科技,12.97,-1.07
600658.SH,电子城,12.95,-2.56
002201.SZ,九鼎新材,12.94,-1.97
002254.SZ,泰和新材,12.94,0.16
300310.SZ,宜通世纪,12.94,-2.56
600717.SH,天津港,12.94,-5.41
002673.SZ,西部证券,12.93,-3.15
002740.SZ,爱迪尔,12.92,-0.31
002532.SZ,新界泵业,12.91,-0.39
000796.SZ,凯撒旅游,12.90,-0.92
002279.SZ,久其软件,12.88,-2.57
002674.SZ,兴业科技,12.87,-3.09
300333.SZ,兆日科技,12.87,-0.16
600021.SH,上海电力,12.87,0.00
002219.SZ,恒康医疗,12.86,0.63
002037.SZ,久联发展,12.85,-1.46
300353.SZ,东土科技,12.85,-3.24
600967.SH,内蒙一机,12.85,-1.91
002296.SZ,辉煌科技,12.84,-0.23
002681.SZ,奋达科技,12.83,-3.17
002041.SZ,登海种业,12.81,-3.03
002548.SZ,金新农,12.81,-4.40
002403.SZ,爱仕达,12.80,-1.16
600378.SH,天科股份,12.80,-5.47
600525.SH,长园集团,12.80,-3.83
000502.SZ,绿景控股,12.79,5.18
002091.SZ,江苏国泰,12.79,-1.77
002562.SZ,兄弟科技,12.79,-1.69
600180.SH,瑞茂通,12.77,-1.24
600603.SH,广汇物流,12.77,-3.84
002286.SZ,保龄宝,12.76,-2.00
002077.SZ,大港股份,12.75,-2.45
000980.SZ,金马股份,12.74,0.71
002605.SZ,姚记扑克,12.74,-0.86
002611.SZ,东方精工,12.73,-4.29
600687.SH,刚泰控股,12.72,-0.39
002491.SZ,通鼎互联,12.71,-2.08
002536.SZ,西泵股份,12.71,-3.05
000722.SZ,湖南发展,12.66,-0.86
002027.SZ,分众传媒,12.63,-3.14
601801.SH,皖新传媒,12.63,-3.51
000975.SZ,银泰资源,12.62,-4.03
002185.SZ,华天科技,12.62,-2.47
000026.SZ,飞亚达A,12.61,1.78
600160.SH,巨化股份,12.61,-0.71
300047.SZ,天源迪科,12.60,-4.26
300123.SZ,太阳鸟,12.60,-2.70
000888.SZ,峨眉山A,12.58,-1.80
002376.SZ,新北洋,12.57,-1.72
000040.SZ,东旭蓝天,12.56,-4.78
002736.SZ,国信证券,12.56,-3.09
600081.SH,东风科技,12.55,-3.68
002454.SZ,松芝股份,12.54,-1.96
002608.SZ,江苏国信,12.53,-0.16
000582.SZ,北部湾港,12.51,-8.15
002208.SZ,合肥城建,12.51,-1.42
300383.SZ,光环新网,12.51,-4.06
600074.SH,保千里,12.51,-2.04
600075.SH,新疆天业,12.51,-3.55
600996.SH,贵广网络,12.51,-4.21
000905.SZ,厦门港务,12.50,-3.55
002750.SZ,龙津药业,12.50,-2.57
000657.SZ,中钨高新,12.49,1.63
002140.SZ,东华科技,12.49,2.80
002187.SZ,广百股份,12.48,-0.64
002308.SZ,威创股份,12.48,-2.12
600012.SH,皖通高速,12.48,-3.11
600083.SH,博信股份,12.47,-2.35
600829.SH,人民同泰,12.46,-0.88
600861.SH,北京城乡,12.43,-3.27
601677.SH,明泰铝业,12.43,-3.12
000524.SZ,岭南控股,12.41,-3.87
300121.SZ,阳谷华泰,12.41,-1.27
601128.SH,常熟银行,12.41,-3.27
600822.SH,上海物贸,12.40,-4.69
601900.SH,南方传媒,12.40,-3.13
002295.SZ,精艺股份,12.37,-3.44
300229.SZ,拓尔思,12.37,-4.03
300153.SZ,科泰电源,12.36,-3.81
600543.SH,莫高股份,12.36,0.41
002131.SZ,利欧股份,12.35,-2.91
000951.SZ,中国重汽,12.34,0.08
300098.SZ,高新兴,12.33,0.33
300167.SZ,迪威视讯,12.33,0.24
600392.SH,盛和资源,12.32,-2.84
603117.SH,万林股份,12.32,-0.08
000723.SZ,美锦能源,12.31,0.08
002626.SZ,金达威,12.29,0.41
002197.SZ,证通电子,12.27,-2.39
002258.SZ,利尔化学,12.27,-2.00
603369.SH,今世缘,12.27,-0.16
300234.SZ,开尔新材,12.26,-3.08
000880.SZ,潍柴重机,12.25,-0.89
300173.SZ,智慧松德,12.25,-4.37
300228.SZ,富瑞特装,12.25,-0.81
002309.SZ,中利集团,12.22,-1.69
000948.SZ,南天信息,12.21,-4.09
600416.SH,湘电股份,12.21,-5.42
002698.SZ,博实股份,12.18,-0.98
002238.SZ,天威视讯,12.17,-4.55
603606.SH,东方电缆,12.17,-3.80
000701.SZ,厦门信达,12.16,-3.26
600797.SH,浙大网新,12.16,-4.33
000752.SZ,西藏发展,12.15,-4.56
002278.SZ,神开股份,12.15,-4.93
600278.SH,东方创业,12.15,-3.11
000663.SZ,永安林业,12.14,0.00
603399.SH,新华龙,12.14,3.85
601633.SH,长城汽车,12.13,-0.25
000715.SZ,中兴商业,12.11,-3.04
300241.SZ,瑞丰光电,12.11,-0.98
600766.SH,园城黄金,12.11,-3.58
000926.SZ,福星股份,12.09,-0.49
600987.SH,航民股份,12.09,-0.90
601611.SH,中国核建,12.09,-5.84
300249.SZ,依米康,12.08,-1.47
002455.SZ,百川股份,12.07,1.34
600532.SH,宏达矿业,12.06,-3.21
600761.SH,安徽合力,12.06,-0.74
000553.SZ,沙隆达A,12.05,-3.68
002057.SZ,中钢天源,12.05,-3.83
002089.SZ,新海宜,12.05,-0.33
600838.SH,上海九百,12.04,-2.43
000019.SZ,深深宝A,12.03,-4.07
300419.SZ,浩丰科技,12.03,-10.02
600058.SH,五矿发展,12.03,-4.75
600894.SH,广日股份,12.03,-1.39
601798.SH,蓝科高新,12.03,-2.04
002707.SZ,众信旅游,12.00,-4.00
000665.SZ,湖北广电,11.99,-0.75
002116.SZ,中国海诚,11.99,-6.33
300056.SZ,三维丝,11.99,-0.33
600292.SH,远达环保,11.97,4.54
002233.SZ,塔牌集团,11.96,-4.47
600139.SH,西部资源,11.96,-0.08
601579.SH,会稽山,11.96,-2.21
002479.SZ,富春环保,11.95,-1.81
300142.SZ,沃森生物,11.95,-1.16
603318.SH,派思股份,11.95,-0.91
002671.SZ,龙泉股份,11.94,1.70
600883.SH,博闻科技,11.94,-4.17
603901.SH,永创智能,11.94,-2.29
300207.SZ,欣旺达,11.91,2.06
002127.SZ,南极电商,11.90,-2.70
300110.SZ,华仁药业,11.90,-0.08
300184.SZ,力源信息,11.90,-3.57
000878.SZ,云南铜业,11.89,0.85
000995.SZ,*ST皇台,11.89,-3.10
002619.SZ,巨龙管业,11.87,-9.11
600228.SH,*ST昌九,11.87,-4.89
002537.SZ,海立美达,11.85,-1.99
000695.SZ,滨海能源,11.84,-3.35
300270.SZ,中威电子,11.84,-1.91
000906.SZ,浙商中拓,11.82,-4.06
002152.SZ,广电运通,11.80,-2.24
002251.SZ,步步高,11.80,-2.88
002367.SZ,康力电梯,11.80,-1.26
300171.SZ,东富龙,11.80,-1.17
600597.SH,光明乳业,11.79,0.60
600939.SH,重庆建工,11.79,-3.83
600141.SH,兴发集团,11.77,-2.16
002706.SZ,良信电器,11.76,-3.13
002300.SZ,太阳电缆,11.75,1.47
300005.SZ,探路者,11.74,-3.53
000726.SZ,鲁泰A,11.72,-1.35
000788.SZ,北大医药,11.71,-3.38
002534.SZ,杭锅股份,11.71,0.60
600290.SH,华仪电气,11.71,0.69
600988.SH,赤峰黄金,11.71,-3.38
002235.SZ,安妮股份,11.68,-10.02
600620.SH,天宸股份,11.68,-1.77
002431.SZ,棕榈股份,11.67,-1.69
600381.SH,青海春天,11.67,-3.39
300218.SZ,安利股份,11.66,-4.51
002432.SZ,九安医疗,11.65,-1.52
002630.SZ,华西能源,11.63,-1.44
600116.SH,三峡水利,11.62,-4.36
600183.SH,生益科技,11.61,-4.05
300219.SZ,鸿利智汇,11.60,-4.76
300004.SZ,南风股份,11.59,-1.78
300112.SZ,万讯自控,11.59,-1.36
600283.SH,钱江水利,11.58,-0.17
002239.SZ,奥特佳,11.57,-0.86
002317.SZ,众生药业,11.57,-1.62
603111.SH,康尼机电,11.57,-9.89
600458.SH,时代新材,11.55,-3.83
002488.SZ,金固股份,11.54,1.76
600209.SH,罗顿发展,11.54,1.59
600686.SH,金龙汽车,11.54,-8.34
601186.SH,中国铁建,11.54,-0.43
002261.SZ,拓维信息,11.53,0.88
600678.SH,四川金顶,11.51,-2.79
601007.SH,金陵饭店,11.51,-3.68
600545.SH,新疆城建,11.50,-2.21
002123.SZ,梦网荣信,11.49,-0.86
002240.SZ,威华股份,11.49,-0.17
603100.SH,川仪股份,11.49,-3.20
000987.SZ,越秀金控,11.48,-0.26
002398.SZ,建研集团,11.48,-3.61
002150.SZ,通润装备,11.46,-4.02
600371.SH,万向德农,11.46,-3.70
000045.SZ,深纺织A,11.45,-5.06
000828.SZ,东莞控股,11.44,-1.29
603166.SH,福达股份,11.44,-5.53
000806.SZ,银河生物,11.43,0.09
000831.SZ,五矿稀土,11.43,-1.80
300017.SZ,网宿科技,11.43,-4.27
300146.SZ,汤臣倍健,11.43,2.33
600122.SH,宏图高科,11.43,0.00
000917.SZ,电广传媒,11.42,-3.22
002092.SZ,中泰化学,11.42,-2.48
600153.SH,建发股份,11.42,-1.04
600614.SH,鹏起科技,11.42,0.26
000813.SZ,德展健康,11.40,-3.31
000960.SZ,锡业股份,11.40,-0.35
600109.SH,国金证券,11.40,-1.72
600641.SH,万业企业,11.38,-4.61
002587.SZ,奥拓电子,11.37,-5.17
300259.SZ,新天科技,11.35,-1.99
600326.SH,西藏天路,11.35,-1.39
002678.SZ,珠江钢琴,11.33,-2.16
300041.SZ,回天新材,11.33,-6.29
600722.SH,金牛化工,11.33,-2.83
300187.SZ,永清环保,11.32,-3.00
300243.SZ,瑞丰高材,11.32,-5.03
600965.SH,福成股份,11.32,-3.08
002234.SZ,民和股份,11.31,-5.83
601137.SH,博威合金,11.31,-3.33
002009.SZ,天奇股份,11.30,2.73
600628.SH,新世界,11.30,-2.75
000056.SZ,皇庭国际,11.29,-1.05
603300.SH,华铁科技,11.29,-4.00
002221.SZ,东华能源,11.27,-1.66
600390.SH,五矿资本,11.27,-4.41
002351.SZ,漫步者,11.26,-1.40
000810.SZ,创维数字,11.25,-1.66
000818.SZ,方大化工,11.25,-1.58
002229.SZ,鸿博股份,11.25,-5.86
002700.SZ,新疆浩源,11.25,-2.00
000584.SZ,友利控股,11.23,-1.41
000638.SZ,万方发展,11.22,-4.92
300272.SZ,开能环保,11.21,-3.61
600613.SH,神奇制药,11.21,-3.28
300084.SZ,海默科技,11.20,10.02
600383.SH,金地集团,11.20,0.45
603299.SH,井神股份,11.19,-3.03
000402.SZ,金融街,11.18,-1.06
000708.SZ,大冶特钢,11.17,0.00
002483.SZ,润邦股份,11.17,-1.67
002382.SZ,蓝帆医疗,11.16,-2.11
600070.SH,浙江富润,11.16,0.90
600376.SH,首开股份,11.14,-1.24
300312.SZ,邦讯技术,11.13,-2.20
002501.SZ,利源精制,11.12,-1.85
300062.SZ,中能电气,11.11,10.00
002096.SZ,南岭民爆,11.10,-4.06
002461.SZ,珠江啤酒,11.10,-2.63
300106.SZ,西部牧业,11.10,-3.73
000488.SZ,晨鸣纸业,11.09,-2.38
002293.SZ,罗莱生活,11.09,-2.72
600630.SH,龙头股份,11.09,-4.81
300059.SZ,东方财富,11.08,-0.72
300329.SZ,海伦钢琴,11.06,-4.49
002086.SZ,东方海洋,11.05,1.19
002553.SZ,南方轴承,11.05,-0.45
601969.SH,海南矿业,11.05,-1.25
002026.SZ,山东威达,11.03,0.36
002566.SZ,益盛药业,11.03,-2.22
002270.SZ,华明装备,11.02,-3.25
002527.SZ,新时达,11.02,-2.99
600335.SH,国机汽车,11.02,-1.70
000919.SZ,金陵药业,11.00,-1.43
002474.SZ,榕基软件,11.00,-2.40
300177.SZ,中海达,11.00,-4.01
600775.SH,南京熊猫,11.00,-4.01
002298.SZ,中电鑫龙,10.99,-3.17
600550.SH,保变电气,10.99,-1.70
002020.SZ,京新药业,10.98,-2.83
002276.SZ,万马股份,10.98,-1.61
600522.SH,中天科技,10.98,0.73
000957.SZ,中通客车,10.97,-3.09
600111.SH,北方稀土,10.97,-0.99
600267.SH,海正药业,10.97,-3.86
300290.SZ,荣科科技,10.95,-4.12
600621.SH,华鑫股份,10.95,-1.88
600714.SH,金瑞矿业,10.95,-1.62
300332.SZ,天壕环境,10.94,-2.32
300459.SZ,金科娱乐,10.94,-2.32
600508.SH,上海能源,10.93,-0.46
000338.SZ,潍柴动力,10.92,-0.73
002637.SZ,赞宇科技,10.92,-1.18
300133.SZ,华策影视,10.91,2.83
601881.SH,中国银河,10.91,-4.80
600617.SH,国新能源,10.90,-4.55
600856.SH,中天能源,10.90,-1.36
002342.SZ,巨力索具,10.88,-2.51
002017.SZ,东信和平,10.85,-3.38
603023.SH,威帝股份,10.85,-4.41
002559.SZ,亚威股份,10.84,-3.82
600213.SH,亚星客车,10.84,-4.41
002441.SZ,众业达,10.83,-2.61
600526.SH,菲达环保,10.82,0.28
300297.SZ,蓝盾股份,10.81,-5.18
600086.SH,东方金钰,10.80,1.98
600727.SH,鲁北化工,10.80,-2.00
002166.SZ,莱茵生物,10.79,-0.28
600328.SH,兰太实业,10.79,-4.00
000785.SZ,武汉中商,10.78,-1.46
002357.SZ,富临运业,10.77,-0.09
601555.SH,东吴证券,10.77,-2.80
603011.SH,合锻智能,10.77,-1.91
002297.SZ,博云新材,10.76,-0.46
002579.SZ,中京电子,10.75,-1.29
600107.SH,美尔雅,10.75,-3.76
600422.SH,昆药集团,10.75,-1.74
600704.SH,物产中大,10.75,0.09
002465.SZ,海格通信,10.70,-0.56
600598.SH,北大荒,10.70,-0.83
300162.SZ,雷曼股份,10.67,-6.40
601515.SH,东风股份,10.66,-0.09
000597.SZ,东北制药,10.64,-2.74
300205.SZ,天喻信息,10.64,-4.57
600493.SH,凤竹纺织,10.63,-2.39
002388.SZ,新亚制程,10.62,-2.30
600367.SH,红星发展,10.61,-1.76
000930.SZ,中粮生化,10.60,-2.39
002024.SZ,苏宁云商,10.60,0.95
002564.SZ,天沃科技,10.60,0.86
300172.SZ,中电环保,10.60,3.01
000685.SZ,中山公用,10.57,-1.40
600247.SH,ST成城,10.57,-5.03
002023.SZ,海特高新,10.56,-3.56
600616.SH,金枫酒业,10.56,-3.03
002148.SZ,北纬通信,10.55,1.15
300054.SZ,鼎龙股份,10.55,-3.92
300170.SZ,汉得信息,10.54,-1.95
600959.SH,江苏有线,10.54,0.77
002284.SZ,亚太股份,10.53,-1.50
300040.SZ,九洲电气,10.53,-4.01
300086.SZ,康芝药业,10.53,-2.41
300256.SZ,星星科技,10.53,-3.13
000793.SZ,华闻传媒,10.51,0.77
002224.SZ,三力士,10.50,-3.67
002413.SZ,雷科防务,10.50,-1.87
600816.SH,安信信托,10.50,-0.85
601886.SH,江河集团,10.49,-6.26
603167.SH,渤海轮渡,10.49,-2.33
600592.SH,龙溪股份,10.47,-6.85
000546.SZ,金圆股份,10.46,-1.13
002046.SZ,轴研科技,10.46,-3.86
600188.SH,兖州煤业,10.46,0.77
600831.SH,广电网络,10.46,0.97
002321.SZ,华英农业,10.44,0.77
600284.SH,浦东建设,10.44,-2.34
600746.SH,江苏索普,10.42,-1.61
300029.SZ,天龙光电,10.40,-3.62
300139.SZ,晓程科技,10.39,-4.15
002167.SZ,东方锆业,10.38,1.37
002428.SZ,云南锗业,10.38,0.78
002545.SZ,东方铁塔,10.38,-0.19
600285.SH,羚锐制药,10.36,-0.19
600319.SH,亚星化学,10.36,-1.71
600128.SH,弘业股份,10.35,-4.17
600483.SH,福能股份,10.35,-1.62
000565.SZ,渝三峡A,10.34,-2.18
000829.SZ,天音控股,10.33,-2.27
000958.SZ,东方能源,10.33,-6.09
600491.SH,龙元建设,10.33,4.56
600515.SH,海航基础,10.33,-3.91
600623.SH,华谊集团,10.33,-1.99
601009.SH,南京银行,10.33,-1.81
300045.SZ,华力创通,10.31,-3.01
603015.SH,弘讯科技,10.31,-3.46
000505.SZ,珠江控股,10.30,-7.54
300307.SZ,慈星股份,10.28,-3.47
000892.SZ,欢瑞世纪,10.27,-0.49
000533.SZ,万家乐,10.25,0.00
600015.SH,华夏银行,10.25,0.10
600773.SH,西藏城投,10.25,-5.09
600917.SH,重庆燃气,10.25,-2.20
600649.SH,城投控股,10.24,-1.73
002521.SZ,齐峰新材,10.23,-1.06
002063.SZ,远光软件,10.22,-3.04
300350.SZ,华鹏飞,10.22,-3.86
002423.SZ,中原特钢,10.21,-0.87
600288.SH,大恒科技,10.20,-3.32
000090.SZ,天健集团,10.19,-1.64
000679.SZ,大连友谊,10.19,0.49
600215.SH,长春经开,10.19,-3.50
000800.SZ,一汽轿车,10.16,-2.96
600865.SH,百大集团,10.16,-2.96
002416.SZ,爱施德,10.15,-3.15
600449.SH,宁夏建材,10.13,-3.16
002329.SZ,皇氏集团,10.12,-3.16
300465.SZ,高伟达,10.12,-3.80
600619.SH,海立股份,10.12,-5.60
000554.SZ,泰山石油,10.11,-3.16
002237.SZ,恒邦股份,10.10,-2.04
300215.SZ,电科院,10.10,-5.08
600305.SH,恒顺醋业,10.10,0.10
300147.SZ,香雪制药,10.09,-3.63
600489.SH,中金黄金,10.07,-1.95
000939.SZ,凯迪生态,10.05,-1.08
002575.SZ,群兴玩具,10.05,-1.57
002598.SZ,山东章鼓,10.05,-4.56
000558.SZ,莱茵体育,10.04,-2.62
000719.SZ,大地传媒,10.04,-2.90
600068.SH,葛洲坝,10.04,-2.24
600995.SH,文山电力,10.04,-2.62
002042.SZ,华孚色纺,10.03,-2.15
002137.SZ,麦达数字,10.03,-9.96
000430.SZ,张家界,10.01,-2.25
600573.SH,惠泉啤酒,10.01,-2.06
000561.SZ,烽火电子,10.00,-2.15
000413.SZ,东旭光电,9.99,-1.19
002146.SZ,荣盛发展,9.99,-5.22
